ID_code,target
train_31162,0.1
train_31163,0.13
train_31164,0.02
train_31165,0.09
train_31166,0.08
train_31167,0.15
train_31168,0.06
train_31169,0.0
train_31170,0.1
train_31171,0.02
train_31172,0.09
train_31173,0.21
train_31174,0.09
train_31175,0.03
train_31176,0.11
train_31177,0.16
train_31178,0.09
train_31179,0.18
train_31180,0.2
train_31181,0.17
train_31182,0.22
train_31183,0.13
train_31184,0.05
train_31185,0.03
train_31186,0.18
train_31187,0.18
train_31188,0.12
train_31189,0.11
train_31190,0.1
train_31191,0.02
train_31192,0.06
train_31193,0.2
train_31194,0.12
train_31195,0.16
train_31196,0.02
train_31197,0.23
train_31198,0.05
train_31199,0.03
train_31200,0.07
train_31201,0.06
train_31202,0.06
train_31203,0.04
train_31204,0.09
train_31205,0.17
train_31206,0.09
train_31207,0.37
train_31208,0.14
train_31209,0.12
train_31210,0.06
train_31211,0.09
train_31212,0.16
train_31213,0.07
train_31214,0.14
train_31215,0.11
train_31216,0.15
train_31217,0.06
train_31218,0.23
train_31219,0.11
train_31220,0.15
train_31221,0.08
train_31222,0.13
train_31223,0.12
train_31224,0.03
train_31225,0.09
train_31226,0.06
train_31227,0.14
train_31228,0.03
train_31229,0.12
train_31230,0.16
train_31231,0.11
train_31232,0.1
train_31233,0.2
train_31234,0.09
train_31235,0.16
train_31236,0.14
train_31237,0.02
train_31238,0.13
train_31239,0.07
train_31240,0.06
train_31241,0.08
train_31242,0.16
train_31243,0.12
train_31244,0.1
train_31245,0.12
train_31246,0.12
train_31247,0.06
train_31248,0.06
train_31249,0.14
train_31250,0.03
train_31251,0.22
train_31252,0.1
train_31253,0.05
train_31254,0.19
train_31255,0.02
train_31256,0.08
train_31257,0.16
train_31258,0.06
train_31259,0.07
train_31260,0.06
train_31261,0.04
train_31262,0.08
train_31263,0.11
train_31264,0.17
train_31265,0.04
train_31266,0.15
train_31267,0.06
train_31268,0.08
train_31269,0.06
train_31270,0.02
train_31271,0.15
train_31272,0.06
train_31273,0.14
train_31274,0.08
train_31275,0.31
train_31276,0.07
train_31277,0.14
train_31278,0.14
train_31279,0.11
train_31280,0.09
train_31281,0.11
train_31282,0.0
train_31283,0.16
train_31284,0.1
train_31285,0.18
train_31286,0.18
train_31287,0.19
train_31288,0.18
train_31289,0.04
train_31290,0.09
train_31291,0.07
train_31292,0.07
train_31293,0.1
train_31294,0.14
train_31295,0.14
train_31296,0.13
train_31297,0.11
train_31298,0.3
train_31299,0.09
train_31300,0.09
train_31301,0.12
train_31302,0.25
train_31303,0.01
train_31304,0.13
train_31305,0.03
train_31306,0.07
train_31307,0.08
train_31308,0.15
train_31309,0.15
train_31310,0.18
train_31311,0.14
train_31312,0.09
train_31313,0.25
train_31314,0.14
train_31315,0.17
train_31316,0.11
train_31317,0.03
train_31318,0.22
train_31319,0.02
train_31320,0.03
train_31321,0.15
train_31322,0.07
train_31323,0.11
train_31324,0.23
train_31325,0.14
train_31326,0.12
train_31327,0.24
train_31328,0.14
train_31329,0.11
train_31330,0.13
train_31331,0.09
train_31332,0.07
train_31333,0.25
train_31334,0.1
train_31335,0.04
train_31336,0.09
train_31337,0.08
train_31338,0.14
train_31339,0.23
train_31340,0.11
train_31341,0.09
train_31342,0.07
train_31343,0.08
train_31344,0.09
train_31345,0.21
train_31346,0.06
train_31347,0.1
train_31348,0.12
train_31349,0.13
train_31350,0.08
train_31351,0.15
train_31352,0.1
train_31353,0.12
train_31354,0.12
train_31355,0.18
train_31356,0.1
train_31357,0.06
train_31358,0.12
train_31359,0.19
train_31360,0.04
train_31361,0.07
train_31362,0.0
train_31363,0.04
train_31364,0.13
train_31365,0.11
train_31366,0.05
train_31367,0.02
train_31368,0.11
train_31369,0.07
train_31370,0.12
train_31371,0.14
train_31372,0.06
train_31373,0.04
train_31374,0.09
train_31375,0.11
train_31376,0.09
train_31377,0.15
train_31378,0.0
train_31379,0.1
train_31380,0.17
train_31381,0.08
train_31382,0.15
train_31383,0.13
train_31384,0.21
train_31385,0.06
train_31386,0.18
train_31387,0.05
train_31388,0.18
train_31389,0.11
train_31390,0.11
train_31391,0.13
train_31392,0.17
train_31393,0.1
train_31394,0.04
train_31395,0.16
train_31396,0.2
train_31397,0.25
train_31398,0.09
train_31399,0.12
train_31400,0.07
train_31401,0.2
train_31402,0.1
train_31403,0.1
train_31404,0.23
train_31405,0.08
train_31406,0.14
train_31407,0.1
train_31408,0.12
train_31409,0.03
train_31410,0.02
train_31411,0.11
train_31412,0.09
train_31413,0.08
train_31414,0.21
train_31415,0.14
train_31416,0.09
train_31417,0.02
train_31418,0.15
train_31419,0.11
train_31420,0.14
train_31421,0.12
train_31422,0.1
train_31423,0.05
train_31424,0.07
train_31425,0.06
train_31426,0.22
train_31427,0.1
train_31428,0.05
train_31429,0.2
train_31430,0.08
train_31431,0.12
train_31432,0.03
train_31433,0.2
train_31434,0.07
train_31435,0.14
train_31436,0.24
train_31437,0.06
train_31438,0.05
train_31439,0.09
train_31440,0.16
train_31441,0.13
train_31442,0.2
train_31443,0.1
train_31444,0.03
train_31445,0.05
train_31446,0.32
train_31447,0.21
train_31448,0.06
train_31449,0.12
train_31450,0.12
train_31451,0.12
train_31452,0.07
train_31453,0.06
train_31454,0.1
train_31455,0.07
train_31456,0.05
train_31457,0.03
train_31458,0.12
train_31459,0.13
train_31460,0.17
train_31461,0.11
train_31462,0.13
train_31463,0.05
train_31464,0.46
train_31465,0.15
train_31466,0.12
train_31467,0.11
train_31468,0.17
train_31469,0.18
train_31470,0.06
train_31471,0.19
train_31472,0.05
train_31473,0.06
train_31474,0.1
train_31475,0.04
train_31476,0.06
train_31477,0.11
train_31478,0.17
train_31479,0.17
train_31480,0.06
train_31481,0.06
train_31482,0.04
train_31483,0.07
train_31484,0.09
train_31485,0.22
train_31486,0.36
train_31487,0.06
train_31488,0.1
train_31489,0.06
train_31490,0.1
train_31491,0.08
train_31492,0.17
train_31493,0.12
train_31494,0.11
train_31495,0.05
train_31496,0.06
train_31497,0.08
train_31498,0.02
train_31499,0.19
train_31500,0.1
train_31501,0.07
train_31502,0.08
train_31503,0.13
train_31504,0.16
train_31505,0.05
train_31506,0.1
train_31507,0.09
train_31508,0.17
train_31509,0.0
train_31510,0.02
train_31511,0.15
train_31512,0.25
train_31513,0.07
train_31514,0.12
train_31515,0.12
train_31516,0.1
train_31517,0.23
train_31518,0.12
train_31519,0.19
train_31520,0.19
train_31521,0.18
train_31522,0.17
train_31523,0.12
train_31524,0.02
train_31525,0.13
train_31526,0.1
train_31527,0.13
train_31528,0.04
train_31529,0.11
train_31530,0.08
train_31531,0.02
train_31532,0.2
train_31533,0.19
train_31534,0.26
train_31535,0.05
train_31536,0.05
train_31537,0.09
train_31538,0.21
train_31539,0.14
train_31540,0.02
train_31541,0.13
train_31542,0.11
train_31543,0.06
train_31544,0.14
train_31545,0.15
train_31546,0.14
train_31547,0.11
train_31548,0.1
train_31549,0.14
train_31550,0.05
train_31551,0.14
train_31552,0.16
train_31553,0.11
train_31554,0.13
train_31555,0.06
train_31556,0.09
train_31557,0.06
train_31558,0.02
train_31559,0.24
train_31560,0.2
train_31561,0.15
train_31562,0.16
train_31563,0.14
train_31564,0.01
train_31565,0.06
train_31566,0.08
train_31567,0.08
train_31568,0.21
train_31569,0.1
train_31570,0.09
train_31571,0.15
train_31572,0.04
train_31573,0.08
train_31574,0.01
train_31575,0.05
train_31576,0.1
train_31577,0.1
train_31578,0.11
train_31579,0.1
train_31580,0.08
train_31581,0.07
train_31582,0.12
train_31583,0.01
train_31584,0.0
train_31585,0.05
train_31586,0.04
train_31587,0.05
train_31588,0.11
train_31589,0.09
train_31590,0.07
train_31591,0.11
train_31592,0.23
train_31593,0.1
train_31594,0.06
train_31595,0.31
train_31596,0.15
train_31597,0.14
train_31598,0.13
train_31599,0.02
train_31600,0.23
train_31601,0.15
train_31602,0.05
train_31603,0.09
train_31604,0.13
train_31605,0.18
train_31606,0.02
train_31607,0.09
train_31608,0.05
train_31609,0.18
train_31610,0.06
train_31611,0.06
train_31612,0.19
train_31613,0.08
train_31614,0.14
train_31615,0.14
train_31616,0.11
train_31617,0.1
train_31618,0.2
train_31619,0.09
train_31620,0.16
train_31621,0.14
train_31622,0.02
train_31623,0.19
train_31624,0.08
train_31625,0.28
train_31626,0.14
train_31627,0.12
train_31628,0.18
train_31629,0.14
train_31630,0.07
train_31631,0.11
train_31632,0.06
train_31633,0.03
train_31634,0.08
train_31635,0.08
train_31636,0.05
train_31637,0.05
train_31638,0.07
train_31639,0.08
train_31640,0.1
train_31641,0.09
train_31642,0.07
train_31643,0.04
train_31644,0.22
train_31645,0.21
train_31646,0.16
train_31647,0.1
train_31648,0.01
train_31649,0.03
train_31650,0.28
train_31651,0.22
train_31652,0.08
train_31653,0.06
train_31654,0.15
train_31655,0.05
train_31656,0.14
train_31657,0.3
train_31658,0.19
train_31659,0.19
train_31660,0.11
train_31661,0.04
train_31662,0.1
train_31663,0.08
train_31664,0.02
train_31665,0.06
train_31666,0.03
train_31667,0.08
train_31668,0.13
train_31669,0.01
train_31670,0.08
train_31671,0.06
train_31672,0.06
train_31673,0.1
train_31674,0.23
train_31675,0.09
train_31676,0.06
train_31677,0.09
train_31678,0.12
train_31679,0.05
train_31680,0.01
train_31681,0.12
train_31682,0.11
train_31683,0.06
train_31684,0.08
train_31685,0.04
train_31686,0.1
train_31687,0.09
train_31688,0.07
train_31689,0.32
train_31690,0.11
train_31691,0.06
train_31692,0.04
train_31693,0.17
train_31694,0.07
train_31695,0.03
train_31696,0.04
train_31697,0.17
train_31698,0.07
train_31699,0.1
train_31700,0.23
train_31701,0.05
train_31702,0.1
train_31703,0.15
train_31704,0.03
train_31705,0.1
train_31706,0.09
train_31707,0.1
train_31708,0.12
train_31709,0.1
train_31710,0.1
train_31711,0.18
train_31712,0.16
train_31713,0.17
train_31714,0.1
train_31715,0.24
train_31716,0.06
train_31717,0.08
train_31718,0.1
train_31719,0.17
train_31720,0.1
train_31721,0.04
train_31722,0.08
train_31723,0.06
train_31724,0.03
train_31725,0.07
train_31726,0.14
train_31727,0.13
train_31728,0.07
train_31729,0.22
train_31730,0.15
train_31731,0.11
train_31732,0.19
train_31733,0.01
train_31734,0.05
train_31735,0.08
train_31736,0.02
train_31737,0.14
train_31738,0.13
train_31739,0.06
train_31740,0.1
train_31741,0.06
train_31742,0.22
train_31743,0.07
train_31744,0.14
train_31745,0.11
train_31746,0.05
train_31747,0.06
train_31748,0.08
train_31749,0.07
train_31750,0.24
train_31751,0.12
train_31752,0.08
train_31753,0.06
train_31754,0.17
train_31755,0.13
train_31756,0.2
train_31757,0.07
train_31758,0.08
train_31759,0.12
train_31760,0.31
train_31761,0.06
train_31762,0.05
train_31763,0.1
train_31764,0.22
train_31765,0.01
train_31766,0.1
train_31767,0.15
train_31768,0.07
train_31769,0.16
train_31770,0.2
train_31771,0.13
train_31772,0.07
train_31773,0.12
train_31774,0.07
train_31775,0.1
train_31776,0.0
train_31777,0.16
train_31778,0.15
train_31779,0.11
train_31780,0.19
train_31781,0.05
train_31782,0.0
train_31783,0.07
train_31784,0.12
train_31785,0.2
train_31786,0.1
train_31787,0.09
train_31788,0.15
train_31789,0.18
train_31790,0.02
train_31791,0.2
train_31792,0.23
train_31793,0.02
train_31794,0.11
train_31795,0.12
train_31796,0.02
train_31797,0.11
train_31798,0.13
train_31799,0.11
train_31800,0.12
train_31801,0.19
train_31802,0.06
train_31803,0.12
train_31804,0.07
train_31805,0.13
train_31806,0.1
train_31807,0.13
train_31808,0.11
train_31809,0.06
train_31810,0.03
train_31811,0.05
train_31812,0.25
train_31813,0.02
train_31814,0.1
train_31815,0.05
train_31816,0.03
train_31817,0.25
train_31818,0.06
train_31819,0.04
train_31820,0.12
train_31821,0.09
train_31822,0.08
train_31823,0.05
train_31824,0.1
train_31825,0.02
train_31826,0.04
train_31827,0.15
train_31828,0.08
train_31829,0.1
train_31830,0.11
train_31831,0.05
train_31832,0.11
train_31833,0.15
train_31834,0.09
train_31835,0.1
train_31836,0.21
train_31837,0.17
train_31838,0.28
train_31839,0.07
train_31840,0.13
train_31841,0.02
train_31842,0.14
train_31843,0.07
train_31844,0.12
train_31845,0.21
train_31846,0.14
train_31847,0.09
train_31848,0.19
train_31849,0.18
train_31850,0.04
train_31851,0.07
train_31852,0.04
train_31853,0.07
train_31854,0.13
train_31855,0.1
train_31856,0.15
train_31857,0.22
train_31858,0.13
train_31859,0.05
train_31860,0.11
train_31861,0.02
train_31862,0.22
train_31863,0.16
train_31864,0.15
train_31865,0.09
train_31866,0.09
train_31867,0.12
train_31868,0.11
train_31869,0.12
train_31870,0.08
train_31871,0.09
train_31872,0.17
train_31873,0.23
train_31874,0.14
train_31875,0.03
train_31876,0.12
train_31877,0.06
train_31878,0.06
train_31879,0.04
train_31880,0.12
train_31881,0.0
train_31882,0.19
train_31883,0.31
train_31884,0.1
train_31885,0.12
train_31886,0.08
train_31887,0.05
train_31888,0.09
train_31889,0.17
train_31890,0.16
train_31891,0.04
train_31892,0.21
train_31893,0.06
train_31894,0.11
train_31895,0.09
train_31896,0.07
train_31897,0.11
train_31898,0.08
train_31899,0.03
train_31900,0.09
train_31901,0.04
train_31902,0.08
train_31903,0.08
train_31904,0.06
train_31905,0.21
train_31906,0.2
train_31907,0.13
train_31908,0.07
train_31909,0.2
train_31910,0.02
train_31911,0.28
train_31912,0.16
train_31913,0.02
train_31914,0.08
train_31915,0.14
train_31916,0.09
train_31917,0.04
train_31918,0.38
train_31919,0.22
train_31920,0.11
train_31921,0.06
train_31922,0.15
train_31923,0.07
train_31924,0.15
train_31925,0.12
train_31926,0.26
train_31927,0.09
train_31928,0.17
train_31929,0.11
train_31930,0.15
train_31931,0.06
train_31932,0.12
train_31933,0.28
train_31934,0.08
train_31935,0.12
train_31936,0.05
train_31937,0.19
train_31938,0.09
train_31939,0.14
train_31940,0.07
train_31941,0.03
train_31942,0.09
train_31943,0.13
train_31944,0.11
train_31945,0.04
train_31946,0.08
train_31947,0.07
train_31948,0.01
train_31949,0.11
train_31950,0.1
train_31951,0.07
train_31952,0.1
train_31953,0.11
train_31954,0.13
train_31955,0.05
train_31956,0.1
train_31957,0.1
train_31958,0.05
train_31959,0.09
train_31960,0.06
train_31961,0.04
train_31962,0.09
train_31963,0.03
train_31964,0.06
train_31965,0.15
train_31966,0.11
train_31967,0.07
train_31968,0.11
train_31969,0.21
train_31970,0.2
train_31971,0.05
train_31972,0.37
train_31973,0.05
train_31974,0.07
train_31975,0.22
train_31976,0.1
train_31977,0.05
train_31978,0.09
train_31979,0.02
train_31980,0.13
train_31981,0.31
train_31982,0.08
train_31983,0.07
train_31984,0.1
train_31985,0.09
train_31986,0.12
train_31987,0.19
train_31988,0.1
train_31989,0.25
train_31990,0.21
train_31991,0.13
train_31992,0.09
train_31993,0.22
train_31994,0.08
train_31995,0.13
train_31996,0.06
train_31997,0.11
train_31998,0.07
train_31999,0.07
train_32000,0.05
train_32001,0.05
train_32002,0.05
train_32003,0.07
train_32004,0.03
train_32005,0.05
train_32006,0.12
train_32007,0.05
train_32008,0.04
train_32009,0.11
train_32010,0.13
train_32011,0.09
train_32012,0.06
train_32013,0.24
train_32014,0.06
train_32015,0.09
train_32016,0.12
train_32017,0.23
train_32018,0.16
train_32019,0.16
train_32020,0.09
train_32021,0.01
train_32022,0.19
train_32023,0.1
train_32024,0.12
train_32025,0.02
train_32026,0.14
train_32027,0.05
train_32028,0.05
train_32029,0.15
train_32030,0.05
train_32031,0.15
train_32032,0.18
train_32033,0.21
train_32034,0.04
train_32035,0.05
train_32036,0.05
train_32037,0.06
train_32038,0.09
train_32039,0.25
train_32040,0.05
train_32041,0.24
train_32042,0.1
train_32043,0.08
train_32044,0.07
train_32045,0.09
train_32046,0.15
train_32047,0.08
train_32048,0.06
train_32049,0.2
train_32050,0.1
train_32051,0.03
train_32052,0.04
train_32053,0.14
train_32054,0.07
train_32055,0.09
train_32056,0.12
train_32057,0.12
train_32058,0.21
train_32059,0.14
train_32060,0.09
train_32061,0.35
train_32062,0.15
train_32063,0.08
train_32064,0.22
train_32065,0.09
train_32066,0.15
train_32067,0.07
train_32068,0.06
train_32069,0.14
train_32070,0.07
train_32071,0.05
train_32072,0.07
train_32073,0.1
train_32074,0.17
train_32075,0.07
train_32076,0.11
train_32077,0.21
train_32078,0.03
train_32079,0.18
train_32080,0.07
train_32081,0.13
train_32082,0.09
train_32083,0.05
train_32084,0.23
train_32085,0.02
train_32086,0.13
train_32087,0.04
train_32088,0.18
train_32089,0.11
train_32090,0.1
train_32091,0.04
train_32092,0.1
train_32093,0.15
train_32094,0.14
train_32095,0.05
train_32096,0.14
train_32097,0.08
train_32098,0.05
train_32099,0.02
train_32100,0.31
train_32101,0.11
train_32102,0.05
train_32103,0.14
train_32104,0.21
train_32105,0.17
train_32106,0.03
train_32107,0.11
train_32108,0.14
train_32109,0.08
train_32110,0.16
train_32111,0.06
train_32112,0.12
train_32113,0.13
train_32114,0.14
train_32115,0.15
train_32116,0.07
train_32117,0.13
train_32118,0.15
train_32119,0.07
train_32120,0.03
train_32121,0.13
train_32122,0.07
train_32123,0.06
train_32124,0.06
train_32125,0.05
train_32126,0.21
train_32127,0.18
train_32128,0.27
train_32129,0.09
train_32130,0.1
train_32131,0.17
train_32132,0.05
train_32133,0.12
train_32134,0.07
train_32135,0.14
train_32136,0.12
train_32137,0.21
train_32138,0.09
train_32139,0.16
train_32140,0.0
train_32141,0.07
train_32142,0.04
train_32143,0.19
train_32144,0.15
train_32145,0.24
train_32146,0.07
train_32147,0.07
train_32148,0.04
train_32149,0.01
train_32150,0.1
train_32151,0.11
train_32152,0.04
train_32153,0.24
train_32154,0.08
train_32155,0.16
train_32156,0.24
train_32157,0.07
train_32158,0.32
train_32159,0.16
train_32160,0.15
train_32161,0.06
train_32162,0.24
train_32163,0.05
train_32164,0.02
train_32165,0.19
train_32166,0.07
train_32167,0.15
train_32168,0.02
train_32169,0.13
train_32170,0.1
train_32171,0.02
train_32172,0.03
train_32173,0.11
train_32174,0.21
train_32175,0.02
train_32176,0.04
train_32177,0.1
train_32178,0.05
train_32179,0.12
train_32180,0.11
train_32181,0.09
train_32182,0.17
train_32183,0.11
train_32184,0.2
train_32185,0.06
train_32186,0.08
train_32187,0.04
train_32188,0.12
train_32189,0.12
train_32190,0.22
train_32191,0.06
train_32192,0.04
train_32193,0.09
train_32194,0.1
train_32195,0.03
train_32196,0.19
train_32197,0.08
train_32198,0.19
train_32199,0.08
train_32200,0.05
train_32201,0.04
train_32202,0.19
train_32203,0.22
train_32204,0.13
train_32205,0.13
train_32206,0.08
train_32207,0.15
train_32208,0.22
train_32209,0.04
train_32210,0.04
train_32211,0.12
train_32212,0.12
train_32213,0.21
train_32214,0.05
train_32215,0.09
train_32216,0.1
train_32217,0.02
train_32218,0.02
train_32219,0.19
train_32220,0.02
train_32221,0.3
train_32222,0.04
train_32223,0.18
train_32224,0.26
train_32225,0.2
train_32226,0.01
train_32227,0.13
train_32228,0.05
train_32229,0.08
train_32230,0.07
train_32231,0.08
train_32232,0.19
train_32233,0.02
train_32234,0.05
train_32235,0.06
train_32236,0.16
train_32237,0.15
train_32238,0.07
train_32239,0.03
train_32240,0.09
train_32241,0.12
train_32242,0.11
train_32243,0.1
train_32244,0.18
train_32245,0.13
train_32246,0.07
train_32247,0.03
train_32248,0.01
train_32249,0.07
train_32250,0.28
train_32251,0.18
train_32252,0.13
train_32253,0.0
train_32254,0.28
train_32255,0.09
train_32256,0.15
train_32257,0.07
train_32258,0.06
train_32259,0.09
train_32260,0.16
train_32261,0.22
train_32262,0.06
train_32263,0.11
train_32264,0.17
train_32265,0.09
train_32266,0.02
train_32267,0.14
train_32268,0.05
train_32269,0.07
train_32270,0.28
train_32271,0.22
train_32272,0.17
train_32273,0.08
train_32274,0.08
train_32275,0.07
train_32276,0.13
train_32277,0.08
train_32278,0.05
train_32279,0.13
train_32280,0.13
train_32281,0.1
train_32282,0.09
train_32283,0.24
train_32284,0.05
train_32285,0.19
train_32286,0.15
train_32287,0.03
train_32288,0.07
train_32289,0.14
train_32290,0.1
train_32291,0.06
train_32292,0.28
train_32293,0.05
train_32294,0.21
train_32295,0.08
train_32296,0.07
train_32297,0.16
train_32298,0.14
train_32299,0.08
train_32300,0.19
train_32301,0.04
train_32302,0.09
train_32303,0.07
train_32304,0.05
train_32305,0.19
train_32306,0.16
train_32307,0.11
train_32308,0.07
train_32309,0.26
train_32310,0.08
train_32311,0.09
train_32312,0.07
train_32313,0.05
train_32314,0.1
train_32315,0.03
train_32316,0.21
train_32317,0.0
train_32318,0.23
train_32319,0.01
train_32320,0.05
train_32321,0.12
train_32322,0.07
train_32323,0.11
train_32324,0.12
train_32325,0.2
train_32326,0.23
train_32327,0.03
train_32328,0.03
train_32329,0.15
train_32330,0.1
train_32331,0.07
train_32332,0.05
train_32333,0.14
train_32334,0.07
train_32335,0.13
train_32336,0.0
train_32337,0.18
train_32338,0.09
train_32339,0.18
train_32340,0.05
train_32341,0.1
train_32342,0.05
train_32343,0.13
train_32344,0.02
train_32345,0.08
train_32346,0.15
train_32347,0.08
train_32348,0.07
train_32349,0.12
train_32350,0.22
train_32351,0.26
train_32352,0.1
train_32353,0.05
train_32354,0.04
train_32355,0.11
train_32356,0.05
train_32357,0.06
train_32358,0.11
train_32359,0.07
train_32360,0.09
train_32361,0.03
train_32362,0.09
train_32363,0.04
train_32364,0.0
train_32365,0.09
train_32366,0.1
train_32367,0.09
train_32368,0.16
train_32369,0.08
train_32370,0.13
train_32371,0.03
train_32372,0.13
train_32373,0.01
train_32374,0.11
train_32375,0.1
train_32376,0.24
train_32377,0.14
train_32378,0.13
train_32379,0.01
train_32380,0.11
train_32381,0.09
train_32382,0.1
train_32383,0.08
train_32384,0.13
train_32385,0.16
train_32386,0.03
train_32387,0.18
train_32388,0.05
train_32389,0.17
train_32390,0.02
train_32391,0.08
train_32392,0.35
train_32393,0.02
train_32394,0.11
train_32395,0.08
train_32396,0.12
train_32397,0.14
train_32398,0.06
train_32399,0.24
train_32400,0.11
train_32401,0.27
train_32402,0.05
train_32403,0.06
train_32404,0.15
train_32405,0.12
train_32406,0.08
train_32407,0.24
train_32408,0.13
train_32409,0.07
train_32410,0.09
train_32411,0.05
train_32412,0.03
train_32413,0.14
train_32414,0.15
train_32415,0.21
train_32416,0.06
train_32417,0.14
train_32418,0.06
train_32419,0.3
train_32420,0.16
train_32421,0.05
train_32422,0.0
train_32423,0.11
train_32424,0.12
train_32425,0.03
train_32426,0.22
train_32427,0.19
train_32428,0.18
train_32429,0.05
train_32430,0.04
train_32431,0.22
train_32432,0.09
train_32433,0.1
train_32434,0.08
train_32435,0.03
train_32436,0.04
train_32437,0.1
train_32438,0.02
train_32439,0.11
train_32440,0.05
train_32441,0.05
train_32442,0.17
train_32443,0.07
train_32444,0.03
train_32445,0.05
train_32446,0.19
train_32447,0.14
train_32448,0.05
train_32449,0.13
train_32450,0.08
train_32451,0.03
train_32452,0.12
train_32453,0.16
train_32454,0.26
train_32455,0.16
train_32456,0.05
train_32457,0.06
train_32458,0.15
train_32459,0.2
train_32460,0.22
train_32461,0.18
train_32462,0.06
train_32463,0.26
train_32464,0.11
train_32465,0.1
train_32466,0.08
train_32467,0.07
train_32468,0.19
train_32469,0.17
train_32470,0.09
train_32471,0.06
train_32472,0.18
train_32473,0.17
train_32474,0.1
train_32475,0.12
train_32476,0.11
train_32477,0.01
train_32478,0.07
train_32479,0.21
train_32480,0.05
train_32481,0.16
train_32482,0.05
train_32483,0.07
train_32484,0.21
train_32485,0.04
train_32486,0.1
train_32487,0.09
train_32488,0.12
train_32489,0.09
train_32490,0.03
train_32491,0.26
train_32492,0.19
train_32493,0.07
train_32494,0.17
train_32495,0.14
train_32496,0.14
train_32497,0.08
train_32498,0.27
train_32499,0.22
train_32500,0.1
train_32501,0.02
train_32502,0.07
train_32503,0.09
train_32504,0.07
train_32505,0.09
train_32506,0.09
train_32507,0.04
train_32508,0.05
train_32509,0.07
train_32510,0.13
train_32511,0.08
train_32512,0.01
train_32513,0.13
train_32514,0.02
train_32515,0.12
train_32516,0.07
train_32517,0.14
train_32518,0.08
train_32519,0.06
train_32520,0.15
train_32521,0.07
train_32522,0.05
train_32523,0.06
train_32524,0.08
train_32525,0.07
train_32526,0.13
train_32527,0.1
train_32528,0.06
train_32529,0.12
train_32530,0.15
train_32531,0.06
train_32532,0.23
train_32533,0.25
train_32534,0.02
train_32535,0.16
train_32536,0.03
train_32537,0.18
train_32538,0.07
train_32539,0.12
train_32540,0.07
train_32541,0.15
train_32542,0.15
train_32543,0.03
train_32544,0.04
train_32545,0.17
train_32546,0.06
train_32547,0.14
train_32548,0.1
train_32549,0.11
train_32550,0.13
train_32551,0.07
train_32552,0.08
train_32553,0.05
train_32554,0.02
train_32555,0.04
train_32556,0.17
train_32557,0.09
train_32558,0.13
train_32559,0.05
train_32560,0.09
train_32561,0.04
train_32562,0.14
train_32563,0.1
train_32564,0.06
train_32565,0.21
train_32566,0.15
train_32567,0.05
train_32568,0.03
train_32569,0.1
train_32570,0.07
train_32571,0.23
train_32572,0.04
train_32573,0.13
train_32574,0.1
train_32575,0.19
train_32576,0.14
train_32577,0.15
train_32578,0.03
train_32579,0.09
train_32580,0.05
train_32581,0.12
train_32582,0.01
train_32583,0.24
train_32584,0.08
train_32585,0.18
train_32586,0.2
train_32587,0.33
train_32588,0.05
train_32589,0.11
train_32590,0.06
train_32591,0.1
train_32592,0.08
train_32593,0.08
train_32594,0.05
train_32595,0.09
train_32596,0.19
train_32597,0.15
train_32598,0.11
train_32599,0.13
train_32600,0.07
train_32601,0.14
train_32602,0.09
train_32603,0.23
train_32604,0.01
train_32605,0.19
train_32606,0.06
train_32607,0.21
train_32608,0.09
train_32609,0.03
train_32610,0.02
train_32611,0.06
train_32612,0.18
train_32613,0.07
train_32614,0.23
train_32615,0.16
train_32616,0.18
train_32617,0.15
train_32618,0.12
train_32619,0.12
train_32620,0.04
train_32621,0.04
train_32622,0.04
train_32623,0.11
train_32624,0.15
train_32625,0.24
train_32626,0.11
train_32627,0.11
train_32628,0.04
train_32629,0.11
train_32630,0.15
train_32631,0.08
train_32632,0.05
train_32633,0.3
train_32634,0.14
train_32635,0.02
train_32636,0.17
train_32637,0.1
train_32638,0.35
train_32639,0.03
train_32640,0.05
train_32641,0.09
train_32642,0.08
train_32643,0.03
train_32644,0.09
train_32645,0.07
train_32646,0.12
train_32647,0.21
train_32648,0.15
train_32649,0.2
train_32650,0.12
train_32651,0.11
train_32652,0.25
train_32653,0.2
train_32654,0.06
train_32655,0.02
train_32656,0.1
train_32657,0.06
train_32658,0.04
train_32659,0.13
train_32660,0.27
train_32661,0.12
train_32662,0.07
train_32663,0.04
train_32664,0.2
train_32665,0.12
train_32666,0.1
train_32667,0.12
train_32668,0.13
train_32669,0.13
train_32670,0.03
train_32671,0.06
train_32672,0.08
train_32673,0.11
train_32674,0.14
train_32675,0.15
train_32676,0.09
train_32677,0.11
train_32678,0.17
train_32679,0.06
train_32680,0.09
train_32681,0.07
train_32682,0.13
train_32683,0.2
train_32684,0.2
train_32685,0.24
train_32686,0.09
train_32687,0.21
train_32688,0.13
train_32689,0.07
train_32690,0.14
train_32691,0.29
train_32692,0.08
train_32693,0.01
train_32694,0.1
train_32695,0.18
train_32696,0.32
train_32697,0.08
train_32698,0.12
train_32699,0.09
train_32700,0.17
train_32701,0.2
train_32702,0.14
train_32703,0.06
train_32704,0.16
train_32705,0.13
train_32706,0.22
train_32707,0.08
train_32708,0.06
train_32709,0.15
train_32710,0.1
train_32711,0.29
train_32712,0.16
train_32713,0.05
train_32714,0.05
train_32715,0.11
